ShipmentID,OrderID,WarehouseID,Carrier,ServiceLevel,PromisedDate,ShipDate,DeliveryDate,ShipCost$,DeliveryStatus
SH002346,O002346,W03,UPS,BOPIS,2025-12-26,2025-12-26,2025-12-26,0.0,OnTime
SH002347,O002347,W05,DHL,BOPIS,2025-11-25,2025-11-27,2025-11-27,0.0,Late
SH002348,O002348,W01,DHL,Std,2025-12-31,2025-12-26,2026-01-03,6.84,Late
SH002349,O002349,W02,UPS,Std,2025-12-03,2025-11-30,2025-12-04,4.38,Late
SH002350,O002350,W01,DHL,Std,2025-12-06,2025-12-01,2025-12-07,6.79,Late
SH002351,O002351,W02,USPS,Std,2025-12-05,2025-12-01,2025-12-08,5.32,Late
SH002352,O002352,W05,FedEx,Std,2025-12-06,2025-12-01,2025-12-06,11.35,OnTime
SH002353,O002353,W02,USPS,Std,2025-11-27,2025-11-23,2025-11-29,10.73,Late
SH002354,O002354,W01,UPS,Std,2025-11-06,2025-11-03,2025-11-08,7.66,Late
SH002355,O002355,W05,UPS,Expedited,2025-12-04,2025-12-02,2025-12-04,16.62,OnTime
SH002356,O002356,W05,FedEx,Std,2025-12-26,2025-12-23,2025-12-30,4.71,Late
SH002357,O002357,W01,UPS,Expedited,2025-12-17,2025-12-14,2025-12-16,16.09,OnTime
SH002358,O002358,W02,DHL,Std,2025-12-27,2025-12-24,2025-12-30,7.15,Late
SH002359,O002359,W04,UPS,Expedited,2025-11-28,2025-11-25,2025-11-27,12.2,OnTime
SH002360,O002360,W03,USPS,Std,2025-12-09,2025-12-05,2025-12-10,9.6,Late
SH002361,O002361,W03,DHL,Std,2025-12-19,2025-12-14,2025-12-18,7.16,OnTime
SH002362,O002362,W01,DHL,Expedited,2025-12-21,2025-12-18,2025-12-21,10.42,OnTime
SH002363,O002363,W02,USPS,Overnight,2025-11-14,2025-11-13,2025-11-14,20.56,OnTime
SH002364,O002364,W05,USPS,Expedited,2025-11-19,2025-11-18,2025-11-20,19.59,Late
SH002365,O002365,W04,UPS,Std,2025-11-10,2025-11-06,2025-11-11,11.54,Late
SH002366,O002366,W02,UPS,Std,2025-12-13,2025-12-08,2025-12-14,6.85,Late
SH002367,O002367,W05,FedEx,Overnight,2025-12-07,2025-12-08,2025-12-09,28.29,Late
SH002368,O002368,W05,USPS,Std,2025-12-29,2025-12-26,2026-01-03,4.88,Late
SH002369,O002369,W02,USPS,Std,2025-11-09,2025-11-05,2025-11-10,7.41,Late
SH002370,O002370,W04,FedEx,Std,2025-12-31,2025-12-26,2025-12-30,8.52,OnTime
SH002371,O002371,W05,DHL,Expedited,2025-11-15,2025-11-14,2025-11-17,12.75,Late
SH002372,O002372,W02,DHL,Std,2025-11-26,2025-11-22,2025-11-28,9.29,Late
SH002373,O002373,W03,FedEx,Expedited,2025-12-01,2025-11-28,2025-11-30,14.1,OnTime
SH002374,O002374,W03,DHL,Expedited,2025-12-20,2025-12-19,2025-12-22,12.67,Late
SH002375,O002375,W03,DHL,Expedited,2025-12-09,2025-12-06,2025-12-09,9.61,OnTime
SH002376,O002376,W04,USPS,Std,2025-12-16,2025-12-11,2025-12-18,9.43,Late
SH002377,O002377,W01,FedEx,Overnight,2025-12-02,2025-12-03,2025-12-04,31.03,Late
SH002378,O002378,W02,DHL,Expedited,2025-12-01,2025-11-29,2025-12-02,19.17,Late
SH002379,O002379,W05,UPS,Std,2025-12-21,2025-12-17,2025-12-21,9.37,OnTime
SH002380,O002380,W05,DHL,Std,2025-12-22,2025-12-19,2025-12-25,5.14,Late
SH002381,O002381,W04,UPS,Std,2025-11-27,2025-11-22,2025-11-26,5.15,OnTime
SH002382,O002382,W01,UPS,Overnight,2025-11-03,2025-11-04,2025-11-05,30.61,Late
SH002383,O002383,W02,FedEx,Std,2025-11-17,2025-11-14,2025-11-21,6.97,Late
SH002384,O002384,W04,DHL,BOPIS,2025-12-13,2025-12-13,2025-12-13,0.0,OnTime
SH002385,O002385,W01,USPS,Std,2025-12-10,2025-12-05,2025-12-11,4.31,Late
SH002386,O002386,W01,USPS,Std,2026-01-08,2026-01-05,2026-01-09,7.02,Late
SH002387,O002387,W02,FedEx,Std,2025-12-26,2025-12-23,2025-12-29,8.81,Late
SH002388,O002388,W04,USPS,Std,2025-12-20,2025-12-17,2025-12-21,4.03,Late
SH002389,O002389,W03,FedEx,Expedited,2025-11-18,2025-11-15,2025-11-18,15.8,OnTime
SH002390,O002390,W04,USPS,Std,2025-12-26,2025-12-23,2026-01-02,7.19,Late
SH002391,O002391,W04,UPS,BOPIS,2025-11-28,2025-11-29,2025-11-29,0.0,Late
SH002392,O002392,W01,DHL,Overnight,2025-12-25,2025-12-25,2025-12-27,19.32,Late
SH002393,O002393,W03,DHL,Std,2025-12-03,2025-11-30,2025-12-07,6.46,Late
SH002394,O002394,W01,DHL,Overnight,2025-12-10,2025-12-09,2025-12-10,22.62,OnTime
SH002395,O002395,W05,USPS,Std,2025-12-13,2025-12-10,2025-12-16,7.11,Late
SH002396,O002396,W01,USPS,Overnight,2025-12-28,2025-12-27,2025-12-28,25.34,OnTime
SH002397,O002397,W01,FedEx,Std,2025-12-06,2025-12-01,2025-12-07,6.14,Late
SH002398,O002398,W01,DHL,Expedited,2025-12-29,2025-12-27,2025-12-31,14.66,Late
SH002399,O002399,W02,USPS,Std,2026-01-03,2025-12-30,2026-01-03,6.42,OnTime
SH002400,O002400,W03,USPS,Std,2025-12-21,2025-12-18,2025-12-23,4.3,Late
SH002401,O002401,W05,DHL,Std,2025-12-04,2025-11-29,2025-12-04,6.41,OnTime
SH002402,O002402,W01,USPS,Std,2025-11-23,2025-11-20,2025-11-25,10.62,Late
SH002403,O002403,W04,UPS,Std,2025-12-03,2025-11-28,2025-12-04,11.81,Late
SH002404,O002404,W02,FedEx,Expedited,2025-12-23,2025-12-20,2025-12-23,15.41,OnTime
SH002405,O002405,W02,UPS,Std,2026-01-04,2025-12-30,2026-01-03,11.66,OnTime
SH002406,O002406,W03,DHL,Std,2025-12-06,2025-12-03,2025-12-07,8.71,Late
SH002407,O002407,W05,USPS,Std,2026-01-08,2026-01-04,2026-01-08,11.28,OnTime
SH002408,O002408,W02,USPS,Std,2025-12-03,2025-11-30,2025-12-04,9.62,Late
SH002409,O002409,W04,FedEx,Std,2025-12-22,2025-12-18,2025-12-24,6.1,Late
SH002410,O002410,W02,USPS,Std,2025-12-27,2025-12-24,2025-12-31,4.28,Late
SH002411,O002411,W02,FedEx,Overnight,2025-11-29,2025-11-28,2025-11-29,30.82,OnTime
SH002412,O002412,W04,USPS,Expedited,2025-11-24,2025-11-22,2025-11-25,12.61,Late
SH002413,O002413,W04,USPS,Std,2025-12-12,2025-12-07,2025-12-14,6.19,Late
SH002414,O002414,W04,FedEx,Std,2025-12-03,2025-11-30,2025-12-04,5.92,Late
SH002415,O002415,W05,UPS,Std,2025-12-17,2025-12-13,2025-12-19,11.09,Late
SH002416,O002416,W05,FedEx,Std,2025-11-07,2025-11-04,2025-11-11,11.7,Late
SH002417,O002417,W05,UPS,Std,2026-01-10,2026-01-07,2026-01-12,7.81,Late
SH002418,O002418,W05,UPS,BOPIS,2025-11-26,2025-11-26,2025-11-26,0.0,OnTime
SH002419,O002419,W01,UPS,Std,2025-12-27,2025-12-22,2025-12-29,6.89,Late
SH002420,O002420,W04,FedEx,Std,2025-11-29,2025-11-26,2025-12-01,6.61,Late
SH002421,O002421,W01,USPS,Std,2025-12-19,2025-12-14,2025-12-20,8.14,Late
SH002422,O002422,W05,FedEx,Expedited,2025-12-15,2025-12-14,2025-12-16,14.75,Late
SH002423,O002423,W01,FedEx,Std,2026-01-09,2026-01-06,2026-01-10,5.32,Late
SH002424,O002424,W03,USPS,Std,2026-01-06,2026-01-02,2026-01-09,4.12,Late
SH002425,O002425,W03,FedEx,Std,2025-11-29,2025-11-24,2025-11-30,5.18,Late
SH002426,O002426,W04,UPS,Std,2025-12-01,2025-11-27,2025-12-02,11.93,Late
SH002427,O002427,W04,DHL,Expedited,2025-12-26,2025-12-24,2025-12-30,13.65,Late
SH002428,O002428,W04,USPS,Expedited,2025-11-16,2025-11-13,2025-11-16,12.45,OnTime
SH002429,O002429,W03,DHL,Std,2025-11-18,2025-11-13,2025-11-20,11.69,Late
SH002430,O002430,W02,FedEx,BOPIS,2025-11-08,2025-11-08,2025-11-08,0.0,OnTime
SH002431,O002431,W02,UPS,Overnight,2025-12-02,2025-12-01,2025-12-02,21.73,OnTime
SH002432,O002432,W02,FedEx,Std,2025-11-29,2025-11-26,2025-11-30,9.9,Late
SH002433,O002433,W03,USPS,Std,2025-12-03,2025-11-28,2025-12-05,6.56,Late
SH002434,O002434,W02,UPS,Std,2025-12-01,2025-11-27,2025-12-03,9.92,Late
SH002435,O002435,W02,USPS,Std,2025-11-29,2025-11-25,2025-11-29,7.66,OnTime
SH002436,O002436,W02,USPS,Expedited,2025-12-10,2025-12-09,2025-12-12,11.69,Late
SH002437,O002437,W04,UPS,Std,2025-12-06,2025-12-03,2025-12-07,6.46,Late
SH002438,O002438,W03,USPS,BOPIS,2025-11-27,2025-11-29,2025-11-29,0.0,Late
SH002439,O002439,W02,UPS,Overnight,2025-12-19,2025-12-19,2025-12-20,30.28,Late
SH002440,O002440,W02,DHL,Std,2025-11-17,2025-11-14,2025-11-18,8.64,Late
SH002441,O002441,W01,FedEx,Expedited,2026-01-06,2026-01-05,2026-01-07,11.35,Late
SH002442,O002442,W02,USPS,Std,2025-12-12,2025-12-08,2025-12-13,11.88,Late
SH002443,O002443,W01,FedEx,Std,2025-11-21,2025-11-17,2025-11-21,11.47,OnTime
SH002444,O002444,W03,USPS,BOPIS,2025-11-28,2025-11-29,2025-11-29,0.0,Late
SH002445,O002445,W03,DHL,Std,2026-01-03,2025-12-30,2026-01-06,11.34,Late
SH002446,O002446,W02,FedEx,Std,2025-12-16,2025-12-13,2025-12-20,10.02,Late
SH002447,O002447,W05,USPS,Expedited,2025-12-10,2025-12-08,2025-12-11,18.37,Late
SH002448,O002448,W03,FedEx,BOPIS,2025-11-25,2025-11-27,2025-11-27,0.0,Late
SH002449,O002449,W05,DHL,Expedited,2025-11-29,2025-11-26,2025-11-29,17.14,OnTime
SH002450,O002450,W01,FedEx,Std,2026-01-01,2025-12-28,2026-01-01,5.89,OnTime
SH002451,O002451,W02,USPS,Std,2025-11-20,2025-11-17,2025-11-21,8.78,Late
SH002452,O002452,W02,UPS,Std,2025-11-16,2025-11-11,2025-11-18,11.11,Late
SH002453,O002453,W01,FedEx,Overnight,2025-11-06,2025-11-06,2025-11-07,34.2,Late
SH002454,O002454,W04,FedEx,Std,2025-11-23,2025-11-20,2025-11-27,8.72,Late
SH002455,O002455,W04,UPS,Expedited,2025-11-14,2025-11-12,2025-11-14,14.91,OnTime
SH002456,O002456,W01,USPS,Expedited,2025-12-01,2025-11-29,2025-12-01,11.18,OnTime
SH002457,O002457,W01,UPS,Std,2025-11-07,2025-11-02,2025-11-07,11.54,OnTime
SH002458,O002458,W05,DHL,Expedited,2025-12-04,2025-12-03,2025-12-05,14.32,Late
SH002459,O002459,W05,USPS,Std,2025-11-09,2025-11-05,2025-11-11,9.94,Late
SH002460,O002460,W02,DHL,BOPIS,2025-11-10,2025-11-11,2025-11-11,0.0,Late
SH002461,O002461,W01,UPS,Expedited,2025-11-10,2025-11-09,2025-11-12,15.39,Late
SH002462,O002462,W01,FedEx,Std,2026-01-06,2026-01-02,2026-01-06,11.51,OnTime
SH002463,O002463,W02,UPS,Std,2025-12-28,2025-12-23,2025-12-27,10.7,OnTime
SH002464,O002464,W02,UPS,Std,2025-12-06,2025-12-02,2025-12-09,4.59,Late
SH002465,O002465,W05,UPS,Std,2026-01-05,2025-12-31,2026-01-06,7.73,Late
SH002466,O002466,W03,DHL,Expedited,2025-11-20,2025-11-17,2025-11-19,11.7,OnTime
SH002467,O002467,W05,USPS,Std,2025-12-27,2025-12-24,2026-01-01,11.37,Late
SH002468,O002468,W04,USPS,BOPIS,2025-11-24,2025-11-25,2025-11-25,0.0,Late
SH002469,O002469,W04,DHL,Std,2025-12-27,2025-12-23,2025-12-30,4.27,Late
SH002470,O002470,W01,FedEx,Overnight,2025-11-05,2025-11-05,2025-11-06,29.78,Late
SH002471,O002471,W04,FedEx,Std,2025-12-19,2025-12-14,2025-12-21,10.57,Late
SH002472,O002472,W03,USPS,Std,2025-11-16,2025-11-12,2025-11-16,7.79,OnTime
SH002473,O002473,W03,UPS,Std,2025-12-30,2025-12-27,2026-01-01,7.29,Late
SH002474,O002474,W04,USPS,Std,2025-11-18,2025-11-15,2025-11-21,9.94,Late
SH002475,O002475,W04,UPS,Expedited,2025-12-01,2025-11-30,2025-12-03,12.84,Late
SH002476,O002476,W04,UPS,Std,2025-12-13,2025-12-08,2025-12-14,10.68,Late
SH002477,O002477,W01,UPS,Overnight,2025-12-23,2025-12-23,2025-12-25,22.88,Late
SH002478,O002478,W04,UPS,BOPIS,2025-11-11,2025-11-11,2025-11-11,0.0,OnTime
SH002479,O002479,W03,USPS,Expedited,2025-12-25,2025-12-23,2025-12-26,19.3,Late
SH002480,O002480,W02,DHL,Std,2025-12-03,2025-11-28,2025-12-05,4.79,Late
SH002481,O002481,W04,FedEx,Std,2025-11-06,2025-11-03,2025-11-10,10.02,Late
SH002482,O002482,W02,USPS,Std,2025-12-05,2025-11-30,2025-12-07,9.06,Late
SH002483,O002483,W05,FedEx,Std,2025-12-06,2025-12-01,2025-12-07,8.14,Late
SH002484,O002484,W05,USPS,Expedited,2025-12-04,2025-12-02,2025-12-04,15.0,OnTime
SH002485,O002485,W03,UPS,Std,2025-12-10,2025-12-05,2025-12-12,5.42,Late
SH002486,O002486,W03,USPS,Expedited,2025-11-13,2025-11-11,2025-11-13,13.8,OnTime
SH002487,O002487,W05,DHL,Std,2025-12-29,2025-12-25,2025-12-30,7.36,Late
SH002488,O002488,W01,FedEx,Std,2025-12-25,2025-12-20,2025-12-24,5.18,OnTime
SH002489,O002489,W03,FedEx,Std,2025-12-03,2025-11-28,2025-12-02,9.64,OnTime
SH002490,O002490,W05,UPS,Std,2025-12-25,2025-12-21,2025-12-29,10.31,Late
SH002491,O002491,W04,FedEx,Std,2025-11-09,2025-11-04,2025-11-09,10.3,OnTime
SH002492,O002492,W03,FedEx,Expedited,2025-12-04,2025-12-01,2025-12-04,9.38,OnTime
SH002493,O002493,W03,UPS,Std,2025-12-16,2025-12-12,2025-12-18,5.27,Late
SH002494,O002494,W05,DHL,Overnight,2025-11-22,2025-11-23,2025-11-24,19.1,Late
SH002495,O002495,W04,FedEx,Expedited,2026-01-05,2026-01-03,2026-01-05,10.79,OnTime
SH002496,O002496,W03,FedEx,Std,2025-11-30,2025-11-27,2025-12-02,10.61,Late
SH002497,O002497,W02,DHL,Expedited,2025-12-01,2025-11-30,2025-12-03,11.93,Late
SH002498,O002498,W04,DHL,Std,2025-12-03,2025-11-28,2025-12-03,7.89,OnTime
SH002499,O002499,W04,FedEx,Expedited,2025-12-01,2025-11-28,2025-12-01,14.21,OnTime
SH002500,O002500,W01,DHL,Std,2025-12-11,2025-12-06,2025-12-11,4.73,OnTime
SH002501,O002501,W05,FedEx,Std,2025-12-06,2025-12-02,2025-12-07,4.69,Late
SH002502,O002502,W05,DHL,Expedited,2025-12-16,2025-12-15,2025-12-18,12.04,Late
SH002503,O002503,W02,USPS,Expedited,2025-12-01,2025-11-29,2025-12-02,18.05,Late
SH002504,O002504,W05,FedEx,Std,2026-01-03,2025-12-29,2026-01-05,6.44,Late
SH002505,O002505,W05,USPS,BOPIS,2025-12-04,2025-12-04,2025-12-04,0.0,OnTime
SH002506,O002506,W04,DHL,Std,2025-11-29,2025-11-24,2025-11-29,6.58,OnTime
SH002507,O002507,W02,USPS,Expedited,2025-12-01,2025-11-30,2025-12-03,17.14,Late
SH002508,O002508,W01,DHL,BOPIS,2025-11-14,2025-11-16,2025-11-16,0.0,Late
SH002509,O002509,W01,DHL,Std,2025-12-05,2025-12-02,2025-12-09,7.52,Late
SH002510,O002510,W05,FedEx,Std,2026-01-06,2026-01-01,2026-01-08,8.52,Late
SH002511,O002511,W05,FedEx,Expedited,2025-11-29,2025-11-28,2025-11-30,17.07,Late
SH002512,O002512,W05,USPS,Expedited,2025-12-13,2025-12-11,2025-12-13,16.83,OnTime
SH002513,O002513,W05,USPS,Std,2025-12-06,2025-12-01,2025-12-06,11.32,OnTime
SH002514,O002514,W04,UPS,Std,2025-12-03,2025-11-30,2025-12-04,4.82,Late
SH002515,O002515,W01,USPS,Expedited,2025-12-01,2025-11-30,2025-12-03,16.27,Late
SH002516,O002516,W01,USPS,Expedited,2025-12-04,2025-12-03,2025-12-06,19.1,Late
SH002517,O002517,W03,UPS,Std,2026-01-10,2026-01-07,2026-01-13,5.47,Late
SH002518,O002518,W01,DHL,Overnight,2025-12-22,2025-12-23,2025-12-24,32.71,Late
SH002519,O002519,W03,USPS,Std,2025-12-26,2025-12-23,2025-12-28,10.61,Late
SH002520,O002520,W04,USPS,Overnight,2026-01-06,2026-01-06,2026-01-07,28.79,Late
SH002521,O002521,W02,USPS,Expedited,2025-12-01,2025-11-29,2025-12-02,9.88,Late
SH002522,O002522,W02,FedEx,BOPIS,2025-12-27,2025-12-29,2025-12-29,0.0,Late
SH002523,O002523,W02,FedEx,Std,2025-12-29,2025-12-24,2025-12-31,5.46,Late
SH002524,O002524,W02,USPS,Std,2026-01-02,2025-12-29,2026-01-02,6.0,OnTime
SH002525,O002525,W03,FedEx,Std,2025-12-03,2025-11-30,2025-12-05,5.88,Late
SH002526,O002526,W02,UPS,Std,2025-12-13,2025-12-10,2025-12-17,7.86,Late
SH002527,O002527,W04,UPS,Std,2025-12-25,2025-12-22,2025-12-28,10.44,Late
SH002528,O002528,W02,USPS,Std,2025-12-29,2025-12-26,2026-01-03,5.41,Late
SH002529,O002529,W04,USPS,Overnight,2025-12-02,2025-12-03,2025-12-04,27.83,Late
SH002530,O002530,W02,DHL,Std,2025-12-28,2025-12-23,2025-12-29,8.88,Late
SH002531,O002531,W03,FedEx,Std,2025-11-24,2025-11-19,2025-11-25,5.0,Late
SH002532,O002532,W04,UPS,Overnight,2025-11-29,2025-11-29,2025-11-30,31.08,Late
SH002533,O002533,W01,FedEx,Std,2025-11-17,2025-11-14,2025-11-21,4.22,Late
SH002534,O002534,W01,FedEx,Std,2025-12-26,2025-12-22,2025-12-26,6.54,OnTime
SH002535,O002535,W01,UPS,Std,2025-11-30,2025-11-27,2025-12-04,5.14,Late
SH002536,O002536,W03,FedEx,Std,2025-12-16,2025-12-12,2025-12-16,6.32,OnTime
SH002537,O002537,W02,FedEx,Overnight,2025-12-03,2025-12-03,2025-12-04,34.39,Late
SH002538,O002538,W04,FedEx,Overnight,2025-11-06,2025-11-06,2025-11-07,34.97,Late
SH002539,O002539,W05,UPS,Std,2025-12-11,2025-12-07,2025-12-12,5.14,Late
SH002540,O002540,W01,DHL,Std,2025-12-09,2025-12-06,2025-12-11,10.39,Late
SH002541,O002541,W02,USPS,Expedited,2025-12-22,2025-12-19,2025-12-21,17.36,OnTime
SH002542,O002542,W04,DHL,Expedited,2025-12-27,2025-12-25,2025-12-27,10.69,OnTime
SH002543,O002543,W04,UPS,Overnight,2025-12-13,2025-12-14,2025-12-15,30.28,Late
SH002544,O002544,W01,USPS,Overnight,2026-01-03,2026-01-04,2026-01-05,34.21,Late
SH002545,O002545,W02,FedEx,Expedited,2025-12-01,2025-11-29,2025-12-02,15.21,Late
SH002546,O002546,W05,UPS,Std,2025-12-06,2025-12-01,2025-12-06,11.83,OnTime
SH002547,O002547,W03,FedEx,Std,2026-01-04,2025-12-31,2026-01-05,4.58,Late
SH002548,O002548,W01,UPS,Std,2026-01-04,2025-12-31,2026-01-04,8.05,OnTime
SH002549,O002549,W02,DHL,Expedited,2025-11-18,2025-11-15,2025-11-18,10.26,OnTime
SH002550,O002550,W05,UPS,Expedited,2025-11-06,2025-11-04,2025-11-06,18.67,OnTime
SH002551,O002551,W05,FedEx,Overnight,2025-11-27,2025-11-27,2025-11-28,19.39,Late
SH002552,O002552,W01,DHL,Std,2025-12-10,2025-12-07,2025-12-13,11.08,Late
SH002553,O002553,W05,USPS,Std,2025-12-14,2025-12-10,2025-12-17,7.11,Late
SH002554,O002554,W03,FedEx,Std,2025-11-17,2025-11-13,2025-11-18,11.62,Late
SH002555,O002555,W02,UPS,Std,2025-12-06,2025-12-02,2025-12-08,8.08,Late
SH002556,O002556,W01,USPS,Std,2025-12-06,2025-12-01,2025-12-07,6.13,Late
SH002557,O002557,W04,UPS,Std,2026-01-10,2026-01-05,2026-01-09,7.12,OnTime
SH002558,O002558,W01,UPS,Expedited,2026-01-01,2025-12-30,2026-01-02,17.28,Late
SH002559,O002559,W04,FedEx,Expedited,2025-12-04,2025-12-03,2025-12-06,16.3,Late
SH002560,O002560,W04,UPS,BOPIS,2025-11-18,2025-11-19,2025-11-19,0.0,Late
SH002561,O002561,W01,FedEx,Std,2025-12-08,2025-12-03,2025-12-09,5.74,Late
SH002562,O002562,W02,DHL,Std,2025-12-14,2025-12-11,2025-12-16,6.49,Late
SH002563,O002563,W01,FedEx,BOPIS,2025-11-28,2025-11-29,2025-11-29,0.0,Late
SH002564,O002564,W01,USPS,Std,2025-12-20,2025-12-15,2025-12-19,8.65,OnTime
SH002565,O002565,W03,FedEx,Std,2025-12-06,2025-12-02,2025-12-09,9.91,Late
SH002566,O002566,W02,DHL,Std,2025-12-06,2025-12-02,2025-12-07,8.67,Late
SH002567,O002567,W03,UPS,Std,2025-12-16,2025-12-11,2025-12-17,4.7,Late
SH002568,O002568,W02,FedEx,Expedited,2026-01-04,2026-01-01,2026-01-03,10.05,OnTime
SH002569,O002569,W04,FedEx,Std,2025-12-28,2025-12-24,2025-12-31,5.23,Late
SH002570,O002570,W02,FedEx,Std,2026-01-03,2025-12-29,2026-01-02,9.83,OnTime
SH002571,O002571,W01,UPS,Std,2025-12-26,2025-12-23,2025-12-29,11.05,Late
SH002572,O002572,W04,FedEx,Expedited,2025-12-23,2025-12-22,2025-12-25,17.38,Late
SH002573,O002573,W01,UPS,Expedited,2026-01-08,2026-01-05,2026-01-07,19.95,OnTime
SH002574,O002574,W01,UPS,Std,2025-11-11,2025-11-08,2025-11-12,8.14,Late
SH002575,O002575,W02,FedEx,Std,2025-12-25,2025-12-20,2025-12-25,7.64,OnTime
SH002576,O002576,W02,UPS,Std,2025-12-03,2025-11-30,2025-12-06,11.14,Late
SH002577,O002577,W04,FedEx,Std,2025-12-17,2025-12-12,2025-12-17,7.58,OnTime
SH002578,O002578,W03,FedEx,Std,2025-12-11,2025-12-06,2025-12-12,7.75,Late
SH002579,O002579,W02,UPS,Expedited,2025-12-04,2025-12-02,2025-12-05,10.45,Late
SH002580,O002580,W02,FedEx,Expedited,2025-12-01,2025-11-28,2025-11-30,14.95,OnTime
SH002581,O002581,W01,DHL,Std,2026-01-09,2026-01-06,2026-01-13,4.67,Late
SH002582,O002582,W02,FedEx,Expedited,2025-11-15,2025-11-13,2025-11-15,9.58,OnTime
SH002583,O002583,W05,USPS,Std,2025-12-28,2025-12-24,2025-12-30,5.94,Late
SH002584,O002584,W02,UPS,Std,2025-12-03,2025-11-28,2025-12-04,9.97,Late
SH002585,O002585,W05,FedEx,Expedited,2025-11-05,2025-11-02,2025-11-04,15.68,OnTime
SH002586,O002586,W03,FedEx,Std,2025-11-13,2025-11-08,2025-11-12,4.61,OnTime
SH002587,O002587,W03,DHL,BOPIS,2025-12-21,2025-12-22,2025-12-22,0.0,Late
SH002588,O002588,W05,USPS,Std,2025-12-03,2025-11-28,2025-12-05,6.48,Late
SH002589,O002589,W01,UPS,Expedited,2025-12-23,2025-12-20,2025-12-22,12.27,OnTime
SH002590,O002590,W01,DHL,Std,2025-12-25,2025-12-20,2025-12-27,6.05,Late
SH002591,O002591,W01,DHL,BOPIS,2025-11-21,2025-11-21,2025-11-21,0.0,OnTime
SH002592,O002592,W04,FedEx,Overnight,2025-12-25,2025-12-26,2025-12-27,29.44,Late
SH002593,O002593,W05,UPS,Std,2025-11-28,2025-11-23,2025-11-27,7.68,OnTime
SH002594,O002594,W04,FedEx,Std,2025-12-09,2025-12-05,2025-12-09,11.97,OnTime
SH002595,O002595,W03,FedEx,Std,2025-11-19,2025-11-16,2025-11-20,10.83,Late
SH002596,O002596,W02,USPS,Expedited,2025-12-30,2025-12-28,2025-12-31,10.09,Late
SH002597,O002597,W02,FedEx,Std,2026-01-09,2026-01-06,2026-01-12,5.96,Late
SH002598,O002598,W04,FedEx,Std,2025-11-29,2025-11-26,2025-12-02,4.2,Late
SH002599,O002599,W02,USPS,Std,2025-12-11,2025-12-06,2025-12-11,5.08,OnTime
SH002600,O002600,W04,DHL,Std,2026-01-09,2026-01-05,2026-01-09,4.62,OnTime
SH002601,O002601,W03,DHL,Std,2025-11-09,2025-11-05,2025-11-09,9.94,OnTime
SH002602,O002602,W03,DHL,Expedited,2025-12-15,2025-12-13,2025-12-15,19.36,OnTime
SH002603,O002603,W03,UPS,Expedited,2025-12-18,2025-12-16,2025-12-19,19.1,Late
SH002604,O002604,W01,DHL,Std,2025-12-14,2025-12-10,2025-12-16,5.03,Late
SH002605,O002605,W03,DHL,Std,2025-12-03,2025-11-29,2025-12-03,6.98,OnTime
SH002606,O002606,W04,DHL,Std,2026-01-07,2026-01-04,2026-01-11,6.9,Late
SH002607,O002607,W01,USPS,Std,2025-12-03,2025-11-29,2025-12-05,5.36,Late
SH002608,O002608,W03,UPS,Std,2025-12-24,2025-12-20,2025-12-26,6.83,Late
SH002609,O002609,W02,UPS,Std,2025-12-03,2025-11-28,2025-12-03,9.73,OnTime
SH002610,O002610,W02,FedEx,Std,2026-01-08,2026-01-03,2026-01-08,8.76,OnTime
SH002611,O002611,W02,DHL,Std,2025-12-22,2025-12-18,2025-12-23,5.05,Late
SH002612,O002612,W05,FedEx,Std,2025-12-06,2025-12-02,2025-12-08,11.73,Late
SH002613,O002613,W01,DHL,Std,2025-12-22,2025-12-17,2025-12-22,8.57,OnTime
SH002614,O002614,W03,USPS,Std,2025-12-12,2025-12-09,2025-12-16,5.31,Late
SH002615,O002615,W05,UPS,Std,2025-11-21,2025-11-18,2025-11-23,9.43,Late
SH002616,O002616,W01,FedEx,Std,2025-12-07,2025-12-03,2025-12-07,4.7,OnTime
SH002617,O002617,W05,UPS,Std,2025-12-06,2025-12-02,2025-12-08,7.5,Late
SH002618,O002618,W01,FedEx,Std,2025-12-03,2025-11-28,2025-12-04,7.53,Late
SH002619,O002619,W02,DHL,Overnight,2025-12-08,2025-12-08,2025-12-09,34.53,Late
SH002620,O002620,W05,UPS,Std,2026-01-06,2026-01-02,2026-01-08,9.93,Late
SH002621,O002621,W05,UPS,Expedited,2025-11-19,2025-11-17,2025-11-19,11.55,OnTime
SH002622,O002622,W05,DHL,Std,2025-11-18,2025-11-15,2025-11-19,4.79,Late
SH002623,O002623,W04,UPS,Std,2025-11-18,2025-11-13,2025-11-19,9.04,Late
SH002624,O002624,W02,DHL,Std,2025-11-15,2025-11-12,2025-11-18,9.28,Late
SH002625,O002625,W01,FedEx,Expedited,2025-12-22,2025-12-21,2025-12-23,13.83,Late
SH002626,O002626,W03,USPS,Std,2025-12-10,2025-12-06,2025-12-13,5.67,Late
SH002627,O002627,W04,UPS,Expedited,2025-11-30,2025-11-27,2025-11-29,13.13,OnTime
SH002628,O002628,W05,FedEx,Expedited,2025-12-10,2025-12-08,2025-12-11,14.43,Late
SH002629,O002629,W03,USPS,Std,2025-12-27,2025-12-22,2025-12-26,9.11,OnTime
SH002630,O002630,W01,USPS,Std,2025-12-31,2025-12-28,2026-01-01,7.91,Late
