ProductID,Category,Subcategory,StandardCost,MSRP,Vendor,SeasonalityTag
P001055,Beauty,Skincare,134.97,185.88,VendorC,Giftable
P001056,Home,Bedding,144.01,227.86,VendorB,Giftable
P001057,Apparel,Outerwear,161.01,252.18,VendorB,Giftable
P001058,Beauty,Skincare,136.32,179.47,VendorA,Evergreen
P001059,Sports,Cycling,94.39,174.05,VendorA,Winter
P001060,Sports,Fitness,47.08,62.57,VendorC,Giftable
P001061,Books,Non-Fiction,178.18,289.96,VendorD,Evergreen
P001062,Books,Non-Fiction,27.98,43.74,VendorB,Giftable
P001063,Toys,Action Figures,195.78,279.11,VendorB,Giftable
P001064,Electronics,Gaming,58.04,92.69,VendorE,Evergreen
P001065,Apparel,Socks,110.89,164.4,VendorC,Evergreen
P001066,Toys,Puzzles,70.72,92.21,VendorD,Giftable
P001067,Apparel,Sweaters,80.98,146.99,VendorA,Evergreen
P001068,Apparel,Sweaters,59.59,90.94,VendorE,Winter
P001069,Books,Children,5.43,10.8,VendorB,Giftable
P001070,Jewelry,Necklace,44.48,59.49,VendorE,Evergreen
P001071,Jewelry,Earrings,66.27,94.02,VendorC,Evergreen
P001072,Footwear,Boots,138.82,209.18,VendorE,Evergreen
P001073,Electronics,Gaming,22.91,37.07,VendorA,Giftable
P001074,Apparel,Socks,189.59,271.08,VendorB,Evergreen
P001075,Apparel,Outerwear,118.4,200.47,VendorC,Evergreen
P001076,Jewelry,Necklace,190.44,322.96,VendorC,Giftable
P001077,Apparel,Socks,38.79,57.42,VendorB,Evergreen
P001078,Books,Non-Fiction,96.61,130.25,VendorA,Giftable
P001079,Electronics,Gaming,29.71,57.96,VendorE,Giftable
P001080,Footwear,Sneakers,19.68,33.08,VendorD,Winter
P001081,Books,Children,13.96,26.67,VendorA,Winter
P001082,Beauty,Cosmetics,43.31,75.4,VendorB,Winter
P001083,Jewelry,Earrings,30.14,44.23,VendorC,Giftable
P001084,Home,Bedding,64.48,93.76,VendorD,Giftable
P001085,Grocery,Coffee,195.49,254.99,VendorC,Giftable
P001086,Books,Fiction,99.94,187.01,VendorA,Giftable
P001087,Apparel,Sweaters,185.11,322.24,VendorE,Giftable
P001088,Books,Non-Fiction,25.57,36.97,VendorD,Giftable
P001089,Footwear,Slippers,27.84,48.36,VendorA,Giftable
P001090,Beauty,Cosmetics,35.56,54.58,VendorC,Giftable
P001091,Footwear,Boots,93.1,142.87,VendorC,Winter
P001092,Sports,Cycling,175.25,252.19,VendorD,Evergreen
P001093,Jewelry,Earrings,135.95,220.62,VendorC,Giftable
P001094,Electronics,Gaming,178.92,244.35,VendorC,Giftable
P001095,Home,Decor,163.05,253.03,VendorC,Evergreen
P001096,Grocery,Chocolate,195.54,340.97,VendorC,Giftable
P001097,Books,Children,45.67,73.72,VendorE,Evergreen
P001098,Footwear,Sneakers,129.0,238.46,VendorA,Giftable
P001099,Jewelry,Necklace,63.83,125.04,VendorD,Evergreen
P001100,Electronics,Headphones,164.35,278.16,VendorE,Winter
P001101,Jewelry,Necklace,95.5,167.81,VendorA,Evergreen
P001102,Jewelry,Bracelet,173.52,294.72,VendorA,Evergreen
P001103,Books,Fiction,147.72,291.47,VendorC,Giftable
P001104,Footwear,Slippers,166.99,262.57,VendorA,Giftable
P001105,Home,Decor,62.81,99.94,VendorA,Giftable
P001106,Grocery,Chocolate,107.2,174.93,VendorE,Giftable
P001107,Apparel,Socks,72.41,131.15,VendorB,Giftable
P001108,Home,Decor,85.95,149.88,VendorD,Evergreen
P001109,Grocery,Chocolate,126.11,188.74,VendorA,Giftable
P001110,Footwear,Slippers,162.47,262.43,VendorA,Evergreen
P001111,Home,Decor,25.85,36.61,VendorC,Giftable
P001112,Apparel,Sweaters,29.96,56.45,VendorD,Winter
P001113,Beauty,Cosmetics,96.57,190.76,VendorB,Giftable
P001114,Sports,Cycling,32.67,49.45,VendorA,Giftable
P001115,Electronics,Headphones,128.48,252.11,VendorB,Evergreen
P001116,Books,Children,112.62,201.84,VendorE,Giftable
P001117,Electronics,Gaming,183.9,281.11,VendorA,Evergreen
P001118,Sports,Outdoor,190.68,376.09,VendorE,Giftable
P001119,Electronics,Gaming,142.15,262.63,VendorB,Giftable
P001120,Home,Decor,198.11,339.78,VendorC,Giftable
P001121,Electronics,Headphones,118.4,196.96,VendorC,Giftable
P001122,Electronics,Smart Home,108.18,171.39,VendorE,Winter
P001123,Electronics,Gaming,39.79,62.27,VendorD,Winter
P001124,Books,Fiction,125.8,240.65,VendorC,Giftable
P001125,Sports,Cycling,168.97,236.45,VendorB,Evergreen
P001126,Footwear,Sneakers,132.84,250.03,VendorE,Evergreen
P001127,Home,Bedding,133.88,199.89,VendorB,Giftable
P001128,Sports,Outdoor,31.29,48.57,VendorB,Giftable
P001129,Beauty,Skincare,46.44,89.05,VendorB,Giftable
P001130,Home,Decor,7.24,14.47,VendorD,Giftable
P001131,Electronics,Headphones,40.5,63.76,VendorE,Giftable
P001132,Books,Fiction,152.32,205.94,VendorE,Giftable
P001133,Electronics,Smart Home,138.91,263.25,VendorD,Giftable
P001134,Footwear,Slippers,120.35,238.56,VendorC,Giftable
P001135,Electronics,Headphones,32.0,41.99,VendorA,Evergreen
P001136,Sports,Outdoor,132.04,248.8,VendorD,Giftable
P001137,Beauty,Cosmetics,154.16,283.96,VendorE,Giftable
P001138,Sports,Outdoor,167.34,307.93,VendorD,Evergreen
P001139,Toys,Action Figures,183.01,262.16,VendorB,Winter
P001140,Apparel,Sweaters,81.76,108.37,VendorE,Evergreen
P001141,Footwear,Sneakers,130.39,193.98,VendorC,Giftable
P001142,Books,Non-Fiction,104.96,142.39,VendorB,Giftable
P001143,Jewelry,Earrings,77.69,152.37,VendorD,Winter
P001144,Electronics,Smart Home,183.77,239.94,VendorC,Evergreen
P001145,Toys,Board Games,109.99,208.94,VendorA,Evergreen
P001146,Sports,Cycling,10.85,18.58,VendorE,Evergreen
P001147,Home,Decor,69.81,133.83,VendorC,Evergreen
P001148,Footwear,Boots,75.12,105.75,VendorB,Winter
P001149,Sports,Cycling,87.07,115.87,VendorA,Evergreen
P001150,Jewelry,Bracelet,155.21,245.58,VendorD,Winter
P001151,Apparel,Outerwear,104.37,173.17,VendorB,Evergreen
P001152,Grocery,Chocolate,154.89,215.6,VendorC,Giftable
P001153,Jewelry,Necklace,171.67,281.0,VendorA,Winter
P001154,Books,Fiction,175.76,271.19,VendorB,Giftable
P001155,Apparel,Sweaters,173.58,253.6,VendorB,Evergreen
P001156,Footwear,Boots,11.97,22.89,VendorB,Evergreen
P001157,Jewelry,Bracelet,21.11,30.84,VendorC,Giftable
P001158,Books,Non-Fiction,115.43,202.58,VendorA,Evergreen
P001159,Electronics,Headphones,141.59,252.9,VendorD,Evergreen
P001160,Grocery,Coffee,23.98,31.72,VendorE,Evergreen
P001161,Electronics,Headphones,182.6,344.08,VendorE,Giftable
P001162,Books,Fiction,139.1,209.12,VendorE,Winter
P001163,Toys,Puzzles,132.62,182.33,VendorD,Giftable
P001164,Grocery,Coffee,96.42,190.01,VendorD,Giftable
P001165,Sports,Outdoor,154.02,253.38,VendorC,Giftable
P001166,Apparel,Sweaters,67.17,87.79,VendorB,Giftable
P001167,Beauty,Fragrance,111.9,176.51,VendorD,Winter
P001168,Books,Non-Fiction,187.23,360.54,VendorB,Evergreen
P001169,Beauty,Fragrance,56.78,104.43,VendorA,Winter
P001170,Grocery,Chocolate,57.61,106.93,VendorB,Evergreen
P001171,Sports,Fitness,34.87,48.72,VendorC,Evergreen
P001172,Toys,Puzzles,167.42,247.23,VendorB,Evergreen
P001173,Grocery,Chocolate,110.56,174.21,VendorB,Winter
P001174,Books,Children,171.07,263.69,VendorD,Winter
P001175,Books,Non-Fiction,55.53,104.84,VendorE,Giftable
P001176,Sports,Fitness,62.8,82.79,VendorA,Giftable
P001177,Books,Non-Fiction,117.38,217.24,VendorE,Winter
P001178,Apparel,Socks,26.82,35.92,VendorA,Giftable
P001179,Beauty,Fragrance,140.26,263.58,VendorB,Evergreen
P001180,Grocery,Coffee,196.35,265.59,VendorE,Evergreen
P001181,Grocery,Chocolate,17.23,29.68,VendorA,Giftable
P001182,Footwear,Boots,132.33,215.18,VendorC,Giftable
P001183,Home,Bedding,12.59,20.29,VendorA,Giftable
P001184,Jewelry,Necklace,90.85,153.9,VendorD,Giftable
P001185,Grocery,Coffee,115.57,207.51,VendorE,Winter
P001186,Beauty,Skincare,141.56,238.25,VendorC,Giftable
P001187,Footwear,Boots,12.91,24.56,VendorA,Winter
P001188,Toys,Action Figures,162.07,277.94,VendorC,Giftable
P001189,Apparel,Sweaters,146.28,273.07,VendorE,Evergreen
P001190,Grocery,Coffee,82.29,114.84,VendorE,Evergreen
P001191,Electronics,Headphones,8.3,14.57,VendorD,Giftable
P001192,Sports,Cycling,95.2,185.49,VendorA,Giftable
P001193,Apparel,Socks,26.1,48.62,VendorB,Evergreen
P001194,Toys,Puzzles,120.59,195.43,VendorD,Giftable
P001195,Jewelry,Earrings,11.86,17.29,VendorC,Giftable
P001196,Footwear,Sneakers,168.22,243.03,VendorD,Winter
P001197,Jewelry,Bracelet,24.74,49.42,VendorC,Giftable
P001198,Footwear,Sneakers,196.63,279.73,VendorA,Giftable
P001199,Beauty,Cosmetics,106.48,210.46,VendorA,Evergreen
P001200,Home,Bedding,174.81,227.91,VendorA,Giftable
P001201,Footwear,Slippers,169.18,299.14,VendorC,Giftable
P001202,Electronics,Gaming,123.74,228.58,VendorE,Giftable
P001203,Jewelry,Necklace,43.9,58.47,VendorE,Evergreen
P001204,Sports,Fitness,164.05,255.57,VendorA,Giftable
P001205,Electronics,Gaming,156.98,264.11,VendorC,Evergreen
P001206,Grocery,Chocolate,20.07,38.91,VendorE,Winter
P001207,Footwear,Sneakers,138.09,232.79,VendorB,Giftable
P001208,Home,Kitchen,16.59,30.39,VendorB,Giftable
P001209,Sports,Fitness,170.82,261.91,VendorD,Winter
P001210,Grocery,Snacks,50.37,97.29,VendorA,Winter
P001211,Home,Kitchen,95.94,187.36,VendorC,Winter
P001212,Sports,Cycling,190.44,258.6,VendorC,Giftable
P001213,Jewelry,Earrings,146.37,206.15,VendorB,Giftable
P001214,Home,Kitchen,71.93,131.59,VendorE,Giftable
P001215,Toys,Action Figures,96.7,150.39,VendorC,Winter
P001216,Books,Children,153.95,261.01,VendorE,Giftable
P001217,Beauty,Fragrance,69.23,132.19,VendorA,Giftable
P001218,Electronics,Gaming,186.36,306.46,VendorD,Giftable
P001219,Beauty,Cosmetics,98.14,137.64,VendorB,Giftable
P001220,Jewelry,Earrings,98.39,143.65,VendorE,Giftable
P001221,Grocery,Chocolate,84.95,129.05,VendorC,Giftable
P001222,Toys,Puzzles,122.17,171.32,VendorC,Evergreen
P001223,Jewelry,Necklace,74.27,106.32,VendorC,Winter
P001224,Footwear,Boots,120.77,189.66,VendorE,Evergreen
P001225,Jewelry,Necklace,130.6,187.39,VendorD,Giftable
P001226,Electronics,Smart Home,60.95,120.6,VendorD,Winter
P001227,Jewelry,Bracelet,160.26,303.48,VendorA,Evergreen
P001228,Beauty,Skincare,155.56,294.85,VendorE,Giftable
P001229,Beauty,Skincare,52.96,98.19,VendorD,Giftable
P001230,Beauty,Fragrance,81.95,116.23,VendorD,Winter
P001231,Jewelry,Necklace,124.83,162.58,VendorC,Winter
P001232,Apparel,Socks,98.64,179.32,VendorA,Winter
P001233,Books,Fiction,155.74,300.16,VendorC,Winter
P001234,Footwear,Slippers,37.87,54.05,VendorC,Winter
P001235,Sports,Cycling,101.19,186.85,VendorA,Giftable
P001236,Beauty,Cosmetics,20.51,36.98,VendorA,Giftable
P001237,Jewelry,Necklace,111.17,176.57,VendorA,Evergreen
P001238,Electronics,Headphones,182.61,320.62,VendorB,Giftable
P001239,Home,Kitchen,185.46,272.25,VendorD,Winter
P001240,Toys,Action Figures,76.32,117.57,VendorD,Winter
P001241,Footwear,Boots,176.58,322.72,VendorE,Giftable
P001242,Apparel,Outerwear,153.28,236.94,VendorD,Winter
P001243,Footwear,Slippers,100.26,189.0,VendorE,Evergreen
P001244,Books,Children,95.4,186.82,VendorA,Giftable
P001245,Home,Decor,158.67,221.99,VendorD,Giftable
P001246,Footwear,Sneakers,27.39,38.34,VendorD,Giftable
P001247,Jewelry,Necklace,45.66,67.17,VendorA,Giftable
P001248,Grocery,Snacks,90.96,138.69,VendorC,Giftable
P001249,Sports,Fitness,123.85,176.09,VendorD,Giftable
P001250,Books,Non-Fiction,111.36,203.15,VendorD,Evergreen
P001251,Electronics,Smart Home,117.97,190.97,VendorD,Evergreen
P001252,Apparel,Socks,129.41,194.57,VendorB,Giftable
P001253,Jewelry,Necklace,27.28,41.39,VendorC,Winter
P001254,Jewelry,Necklace,48.29,90.09,VendorA,Giftable
P001255,Beauty,Fragrance,187.65,286.96,VendorA,Giftable
P001256,Toys,Puzzles,157.83,242.09,VendorD,Giftable
P001257,Grocery,Coffee,150.05,292.57,VendorA,Winter
P001258,Sports,Cycling,76.27,147.97,VendorC,Giftable
P001259,Home,Kitchen,15.56,28.53,VendorD,Giftable
P001260,Beauty,Skincare,156.68,262.88,VendorB,Winter
P001261,Footwear,Boots,176.63,269.39,VendorD,Giftable
P001262,Grocery,Coffee,108.18,168.28,VendorB,Giftable
P001263,Apparel,Socks,30.53,52.01,VendorE,Giftable
P001264,Grocery,Coffee,170.78,269.24,VendorD,Evergreen
P001265,Apparel,Socks,106.94,140.78,VendorC,Giftable
P001266,Jewelry,Earrings,84.22,141.9,VendorB,Evergreen
P001267,Books,Non-Fiction,58.98,113.22,VendorD,Winter
P001268,Toys,Puzzles,185.47,315.63,VendorD,Evergreen
P001269,Sports,Cycling,143.99,262.09,VendorE,Giftable
P001270,Beauty,Cosmetics,131.49,241.14,VendorD,Giftable
P001271,Grocery,Snacks,155.13,216.34,VendorC,Giftable
P001272,Books,Non-Fiction,148.47,255.27,VendorB,Giftable
P001273,Apparel,Sweaters,39.16,58.7,VendorD,Giftable
P001274,Grocery,Coffee,83.84,110.61,VendorA,Winter
P001275,Grocery,Snacks,27.99,51.62,VendorE,Giftable
P001276,Apparel,Sweaters,127.91,229.09,VendorD,Evergreen
P001277,Books,Fiction,50.28,75.64,VendorE,Giftable
P001278,Apparel,Sweaters,98.55,141.83,VendorA,Winter
P001279,Jewelry,Bracelet,35.35,66.01,VendorE,Giftable
P001280,Footwear,Boots,110.08,205.28,VendorE,Giftable
P001281,Sports,Fitness,68.21,93.0,VendorC,Giftable
P001282,Jewelry,Necklace,76.37,142.78,VendorA,Winter
P001283,Apparel,Socks,11.19,17.39,VendorA,Evergreen
P001284,Sports,Cycling,72.98,101.38,VendorC,Evergreen
P001285,Books,Non-Fiction,124.88,246.92,VendorA,Winter
P001286,Books,Fiction,111.43,163.85,VendorE,Giftable
P001287,Sports,Outdoor,98.26,137.11,VendorB,Giftable
P001288,Electronics,Headphones,31.35,55.23,VendorE,Winter
P001289,Jewelry,Necklace,78.86,151.66,VendorE,Evergreen
P001290,Sports,Outdoor,125.33,197.27,VendorA,Giftable
P001291,Books,Non-Fiction,142.21,266.32,VendorA,Evergreen
P001292,Home,Decor,23.23,36.45,VendorA,Evergreen
P001293,Grocery,Snacks,106.78,152.49,VendorA,Winter
P001294,Books,Fiction,13.12,23.2,VendorC,Winter
P001295,Grocery,Snacks,97.61,190.2,VendorB,Evergreen
P001296,Jewelry,Necklace,44.02,68.64,VendorD,Giftable
P001297,Beauty,Skincare,147.29,223.03,VendorC,Giftable
P001298,Home,Kitchen,57.16,84.89,VendorA,Giftable
P001299,Toys,Board Games,187.44,369.12,VendorE,Giftable
P001300,Home,Decor,126.62,225.57,VendorE,Winter
P001301,Toys,Puzzles,83.73,165.74,VendorA,Giftable
P001302,Toys,Puzzles,137.22,231.77,VendorB,Giftable
P001303,Electronics,Smart Home,43.4,73.14,VendorD,Evergreen
P001304,Sports,Cycling,109.22,164.79,VendorE,Evergreen
P001305,Beauty,Skincare,90.05,179.19,VendorB,Giftable
P001306,Books,Children,55.11,87.28,VendorD,Giftable
P001307,Beauty,Cosmetics,166.98,298.88,VendorA,Winter
P001308,Apparel,Sweaters,144.93,263.6,VendorD,Evergreen
P001309,Home,Decor,143.99,276.63,VendorE,Giftable
P001310,Toys,Puzzles,94.01,183.08,VendorC,Winter
P001311,Grocery,Chocolate,67.19,101.23,VendorC,Giftable
P001312,Grocery,Chocolate,37.06,63.97,VendorB,Giftable
P001313,Footwear,Boots,80.23,134.23,VendorE,Giftable
P001314,Books,Children,95.35,139.82,VendorE,Giftable
P001315,Grocery,Coffee,18.68,28.41,VendorC,Giftable
P001316,Home,Kitchen,66.8,114.23,VendorD,Evergreen
P001317,Electronics,Smart Home,181.57,357.7,VendorC,Giftable
P001318,Sports,Fitness,155.36,303.1,VendorB,Giftable
P001319,Beauty,Fragrance,86.95,150.68,VendorE,Evergreen
P001320,Jewelry,Bracelet,194.31,385.26,VendorD,Winter
P001321,Footwear,Slippers,185.06,334.16,VendorE,Evergreen
P001322,Sports,Fitness,100.68,138.16,VendorA,Winter
P001323,Toys,Board Games,45.55,90.66,VendorA,Giftable
P001324,Electronics,Smart Home,25.53,33.5,VendorC,Giftable
P001325,Grocery,Coffee,35.71,50.81,VendorB,Winter
P001326,Home,Decor,117.77,220.27,VendorD,Winter
P001327,Jewelry,Necklace,179.55,303.83,VendorD,Giftable
P001328,Grocery,Chocolate,96.65,187.14,VendorE,Giftable
P001329,Apparel,Sweaters,46.6,74.41,VendorB,Giftable
P001330,Electronics,Gaming,138.9,250.88,VendorE,Winter
P001331,Sports,Fitness,76.69,103.3,VendorB,Giftable
P001332,Books,Non-Fiction,47.6,62.12,VendorC,Giftable
P001333,Books,Children,51.16,98.74,VendorB,Giftable
P001334,Grocery,Snacks,93.7,164.91,VendorE,Evergreen
P001335,Grocery,Chocolate,39.64,63.81,VendorE,Giftable
P001336,Electronics,Gaming,114.47,150.32,VendorA,Evergreen
P001337,Toys,Board Games,59.7,114.48,VendorA,Giftable
P001338,Sports,Cycling,198.32,283.5,VendorA,Evergreen
P001339,Books,Fiction,18.92,37.8,VendorC,Giftable
P001340,Sports,Fitness,117.48,209.19,VendorB,Giftable
P001341,Beauty,Cosmetics,17.59,32.36,VendorA,Giftable
P001342,Books,Non-Fiction,40.5,54.1,VendorC,Evergreen
P001343,Books,Children,158.45,280.54,VendorA,Evergreen
P001344,Toys,Board Games,31.72,46.51,VendorA,Giftable
P001345,Grocery,Snacks,51.51,81.46,VendorD,Giftable
P001346,Electronics,Smart Home,65.54,100.81,VendorA,Giftable
P001347,Apparel,Sweaters,197.61,257.5,VendorD,Giftable
P001348,Jewelry,Bracelet,34.71,64.82,VendorE,Winter
P001349,Books,Fiction,77.64,136.02,VendorD,Giftable
P001350,Books,Fiction,27.14,47.18,VendorC,Giftable
P001351,Footwear,Boots,70.02,113.45,VendorB,Giftable
P001352,Books,Children,142.83,214.82,VendorD,Evergreen
P001353,Grocery,Snacks,183.7,276.54,VendorC,Winter
P001354,Jewelry,Bracelet,105.72,156.06,VendorA,Evergreen
P001355,Toys,Action Figures,27.18,53.31,VendorD,Evergreen
P001356,Grocery,Coffee,138.43,188.92,VendorB,Giftable
P001357,Jewelry,Bracelet,163.9,318.09,VendorB,Evergreen
P001358,Books,Fiction,143.81,188.23,VendorB,Evergreen
P001359,Home,Kitchen,199.01,270.89,VendorE,Winter
P001360,Sports,Fitness,190.17,294.33,VendorB,Evergreen
P001361,Jewelry,Earrings,19.41,38.81,VendorA,Winter
P001362,Grocery,Coffee,114.43,223.54,VendorA,Giftable
P001363,Footwear,Sneakers,19.99,28.45,VendorA,Giftable
P001364,Beauty,Cosmetics,126.43,191.38,VendorC,Giftable
P001365,Electronics,Gaming,27.34,44.04,VendorC,Giftable
P001366,Footwear,Boots,70.23,91.37,VendorC,Giftable
P001367,Electronics,Headphones,140.63,279.16,VendorC,Evergreen
P001368,Toys,Board Games,128.51,227.09,VendorD,Winter
P001369,Grocery,Snacks,39.37,66.81,VendorE,Evergreen
P001370,Footwear,Slippers,11.3,19.61,VendorC,Winter
P001371,Apparel,Outerwear,24.23,34.83,VendorC,Giftable
P001372,Home,Decor,33.64,50.42,VendorA,Evergreen
P001373,Beauty,Fragrance,72.53,126.73,VendorB,Giftable
P001374,Books,Non-Fiction,46.63,91.18,VendorE,Evergreen
P001375,Grocery,Chocolate,185.01,258.44,VendorC,Giftable
P001376,Sports,Cycling,61.02,121.98,VendorC,Giftable
P001377,Footwear,Slippers,145.99,218.76,VendorB,Giftable
P001378,Toys,Board Games,162.02,212.51,VendorA,Evergreen
P001379,Apparel,Socks,120.26,219.1,VendorE,Evergreen
P001380,Beauty,Skincare,160.25,304.49,VendorD,Giftable
P001381,Jewelry,Earrings,42.72,55.64,VendorD,Giftable
P001382,Home,Bedding,37.62,73.43,VendorB,Winter
P001383,Jewelry,Necklace,137.89,238.27,VendorD,Giftable
P001384,Sports,Cycling,98.32,178.83,VendorC,Evergreen
P001385,Footwear,Slippers,174.3,278.91,VendorA,Winter
P001386,Apparel,Socks,134.19,208.69,VendorC,Evergreen
P001387,Footwear,Slippers,178.31,348.46,VendorC,Giftable
P001388,Books,Children,156.03,231.76,VendorC,Winter
P001389,Beauty,Fragrance,62.29,100.47,VendorC,Winter
P001390,Apparel,Outerwear,55.16,109.5,VendorB,Giftable
P001391,Jewelry,Bracelet,68.21,96.87,VendorD,Giftable
P001392,Toys,Action Figures,115.01,203.91,VendorD,Giftable
P001393,Grocery,Coffee,89.69,164.4,VendorE,Winter
P001394,Sports,Cycling,92.71,158.12,VendorB,Giftable
P001395,Sports,Cycling,156.74,213.27,VendorE,Evergreen
P001396,Footwear,Sneakers,137.58,224.24,VendorA,Giftable
P001397,Home,Bedding,182.21,337.95,VendorA,Giftable
P001398,Toys,Action Figures,58.59,81.25,VendorD,Giftable
P001399,Footwear,Slippers,16.24,32.25,VendorD,Giftable
P001400,Toys,Board Games,37.86,52.03,VendorC,Winter
P001401,Electronics,Headphones,138.06,264.35,VendorB,Winter
P001402,Toys,Board Games,157.22,224.9,VendorB,Winter
P001403,Books,Children,142.23,249.76,VendorE,Giftable
P001404,Jewelry,Earrings,13.89,18.63,VendorB,Giftable
P001405,Jewelry,Bracelet,126.29,221.38,VendorD,Giftable
P001406,Home,Kitchen,99.69,157.13,VendorE,Evergreen
P001407,Jewelry,Necklace,197.51,358.47,VendorB,Winter
P001408,Jewelry,Earrings,70.76,110.74,VendorE,Giftable
P001409,Grocery,Snacks,58.92,111.38,VendorD,Giftable
P001410,Electronics,Headphones,107.03,164.23,VendorB,Winter
P001411,Sports,Cycling,186.77,355.68,VendorD,Giftable
P001412,Home,Kitchen,104.48,185.91,VendorC,Winter
P001413,Electronics,Headphones,97.6,181.38,VendorE,Evergreen
P001414,Jewelry,Bracelet,197.57,339.93,VendorC,Winter
P001415,Toys,Action Figures,137.03,231.5,VendorC,Evergreen
P001416,Books,Non-Fiction,158.12,238.42,VendorA,Winter
P001417,Grocery,Snacks,103.94,182.86,VendorB,Giftable
P001418,Books,Fiction,129.5,230.43,VendorC,Evergreen
P001419,Footwear,Boots,151.12,286.24,VendorD,Giftable
P001420,Grocery,Coffee,79.35,150.56,VendorD,Giftable
P001421,Books,Fiction,182.44,317.86,VendorC,Giftable
P001422,Beauty,Cosmetics,67.91,101.96,VendorA,Winter
P001423,Jewelry,Bracelet,120.38,184.46,VendorB,Evergreen
P001424,Beauty,Cosmetics,73.69,143.09,VendorC,Giftable
P001425,Jewelry,Earrings,6.0,10.07,VendorC,Evergreen
P001426,Beauty,Cosmetics,158.47,218.28,VendorC,Giftable
P001427,Sports,Fitness,119.85,224.53,VendorB,Winter
P001428,Electronics,Headphones,108.28,145.11,VendorD,Giftable
P001429,Sports,Cycling,168.02,266.58,VendorB,Winter
P001430,Sports,Outdoor,174.97,346.58,VendorB,Giftable
P001431,Toys,Action Figures,36.95,70.06,VendorB,Winter
P001432,Toys,Board Games,145.62,225.7,VendorE,Giftable
P001433,Grocery,Coffee,172.09,288.5,VendorC,Giftable
P001434,Footwear,Slippers,38.56,58.67,VendorB,Giftable
P001435,Apparel,Sweaters,69.98,121.13,VendorE,Giftable
P001436,Grocery,Chocolate,33.42,63.53,VendorA,Evergreen
P001437,Home,Bedding,7.59,11.75,VendorC,Evergreen
P001438,Beauty,Fragrance,175.21,303.4,VendorA,Giftable
P001439,Apparel,Socks,176.55,329.05,VendorA,Giftable
P001440,Beauty,Fragrance,169.97,269.0,VendorD,Giftable
P001441,Books,Non-Fiction,96.2,141.68,VendorD,Winter
P001442,Home,Kitchen,55.49,107.93,VendorE,Winter
P001443,Footwear,Boots,92.38,126.42,VendorC,Evergreen
P001444,Books,Children,20.35,29.4,VendorC,Winter
P001445,Sports,Cycling,132.76,212.32,VendorC,Giftable
P001446,Jewelry,Earrings,137.28,245.68,VendorA,Evergreen
P001447,Toys,Board Games,64.63,95.61,VendorD,Giftable
P001448,Jewelry,Necklace,86.36,166.29,VendorC,Giftable
P001449,Toys,Puzzles,190.02,263.15,VendorC,Giftable
P001450,Apparel,Sweaters,94.01,143.05,VendorD,Evergreen
P001451,Apparel,Socks,144.44,227.4,VendorC,Winter
P001452,Beauty,Fragrance,139.6,275.18,VendorA,Giftable
P001453,Jewelry,Bracelet,8.26,12.79,VendorA,Winter
P001454,Books,Non-Fiction,79.86,108.59,VendorD,Evergreen
P001455,Grocery,Chocolate,165.64,275.01,VendorD,Winter
P001456,Beauty,Skincare,188.39,311.78,VendorE,Giftable
P001457,Toys,Action Figures,183.92,349.2,VendorA,Evergreen
P001458,Footwear,Sneakers,134.73,200.94,VendorA,Evergreen
P001459,Home,Kitchen,104.56,145.71,VendorE,Giftable
P001460,Toys,Action Figures,41.83,62.57,VendorB,Evergreen
P001461,Grocery,Snacks,154.15,215.97,VendorC,Giftable
P001462,Jewelry,Bracelet,79.79,119.05,VendorB,Evergreen
P001463,Apparel,Sweaters,169.41,328.88,VendorD,Winter
P001464,Beauty,Skincare,86.97,155.01,VendorA,Winter
P001465,Apparel,Sweaters,150.96,220.65,VendorA,Giftable
P001466,Beauty,Skincare,16.39,31.8,VendorC,Giftable
P001467,Beauty,Skincare,151.24,212.76,VendorA,Evergreen
P001468,Footwear,Slippers,101.79,186.55,VendorA,Giftable
P001469,Home,Kitchen,149.6,208.16,VendorE,Winter
P001470,Books,Children,67.67,121.76,VendorD,Evergreen
P001471,Home,Kitchen,69.87,119.43,VendorB,Giftable
P001472,Toys,Board Games,125.67,242.77,VendorB,Giftable
P001473,Apparel,Outerwear,27.01,46.72,VendorA,Giftable
P001474,Grocery,Snacks,187.99,345.12,VendorD,Winter
P001475,Beauty,Cosmetics,37.81,61.09,VendorB,Winter
P001476,Beauty,Fragrance,129.61,230.38,VendorC,Giftable
P001477,Jewelry,Bracelet,103.12,185.21,VendorD,Winter
P001478,Apparel,Outerwear,94.2,187.39,VendorD,Giftable
P001479,Sports,Outdoor,33.05,63.66,VendorB,Evergreen
P001480,Apparel,Sweaters,167.1,252.08,VendorB,Giftable
P001481,Home,Bedding,137.22,234.44,VendorD,Giftable
P001482,Home,Bedding,104.28,164.77,VendorB,Giftable
P001483,Grocery,Snacks,52.97,72.56,VendorC,Evergreen
P001484,Electronics,Smart Home,182.72,238.13,VendorE,Giftable
P001485,Home,Kitchen,166.48,269.4,VendorB,Evergreen
P001486,Books,Fiction,107.78,195.78,VendorE,Giftable
P001487,Electronics,Gaming,28.48,51.34,VendorE,Evergreen
P001488,Jewelry,Necklace,125.23,228.73,VendorA,Giftable
P001489,Electronics,Smart Home,153.41,267.66,VendorD,Winter
P001490,Apparel,Socks,152.64,198.88,VendorC,Giftable
P001491,Jewelry,Earrings,178.52,240.29,VendorA,Winter
