OrderID,OrderDateTime,CustomerID,ChannelID,StoreID,PromotionID,CouponCode,PaymentType
O004388,2025-11-30 14:04:00,C007752,WEB,,PR015,HOLIDAY15,Card
O004389,2025-11-28 01:17:00,C014086,STORE,S006,PR014,BF25,Card
O004390,2025-11-28 16:12:00,C024289,WEB,,PR035,,PayPal
O004391,2025-12-08 06:28:00,C000274,WEB,,PR041,SAVE10,PayPal
O004392,2025-12-31 14:33:00,C017647,WEB,,PR059,BF25,PayPal
O004393,2025-11-24 06:26:00,C006275,STORE,S014,PR040,BF25,Card
O004394,2025-11-28 14:24:00,C018911,WEB,,PR048,BF25,BNPL
O004395,2025-11-28 23:14:00,C015344,MKT,,,BF25,Cash
O004396,2025-11-11 06:08:00,C000191,STORE,S051,PR008,BF25,BNPL
O004397,2025-11-20 15:40:00,C000990,MKT,,PR013,,Card
O004398,2025-12-01 00:54:00,C009606,STORE,S019,PR019,,Card
O004399,2025-11-02 14:00:00,C008718,WEB,,,HOLIDAY15,Card
O004400,2025-12-20 00:27:00,C021865,WEB,,PR042,CM20,BNPL
O004401,2025-11-15 02:33:00,C006149,WEB,,PR041,,BNPL
O004402,2025-12-21 21:35:00,C004911,STORE,S054,PR037,,Card
O004403,2025-12-17 02:09:00,C019967,STORE,S060,PR039,,Card
O004404,2025-12-15 13:21:00,C013970,STORE,S045,PR008,,Card
O004405,2025-11-28 08:53:00,C021899,WEB,,PR052,,BNPL
O004406,2025-12-02 13:51:00,C022928,WEB,,PR045,,PayPal
O004407,2025-12-09 04:09:00,C010729,MKT,,PR049,CM20,Card
O004408,2025-11-28 12:23:00,C022181,MKT,,PR029,,Card
O004409,2025-12-23 10:02:00,C012674,STORE,S053,PR003,CM20,Card
O004410,2025-11-19 10:26:00,C017742,STORE,S021,PR008,BF25,Cash
O004411,2025-12-11 22:56:00,C000915,WEB,,PR002,,Card
O004412,2025-12-01 23:41:00,C006121,MKT,,PR045,,PayPal
O004413,2025-12-22 02:34:00,C002069,STORE,S041,PR035,CM20,Card
O004414,2025-12-20 20:13:00,C015067,WEB,,PR056,,BNPL
O004415,2026-01-05 02:44:00,C010332,STORE,S043,PR034,HOLIDAY15,Card
O004416,2025-11-09 07:06:00,C006690,WEB,,PR022,CM20,PayPal
O004417,2025-11-03 08:10:00,C010282,MKT,,PR048,SAVE10,Card
O004418,2025-12-22 21:48:00,C022208,WEB,,PR057,BF25,BNPL
O004419,2025-12-15 17:08:00,C018264,STORE,S040,PR055,,Card
O004420,2026-01-05 23:57:00,C007274,MKT,,,BF25,BNPL
O004421,2025-12-04 02:07:00,C003155,MKT,,PR029,,Card
O004422,2025-11-22 22:12:00,C011101,WEB,,,HOLIDAY15,Card
O004423,2025-12-05 04:29:00,C008436,STORE,S048,PR027,CM20,Card
O004424,2025-11-04 07:47:00,C012777,WEB,,PR015,,Card
O004425,2025-11-07 18:03:00,C001753,STORE,S020,PR045,,Card
O004426,2025-11-04 03:00:00,C009054,WEB,,PR006,,PayPal
O004427,2025-11-25 16:46:00,C014207,WEB,,PR010,BF25,Card
O004428,2025-12-01 11:07:00,C006267,WEB,,PR001,,BNPL
O004429,2025-11-28 00:29:00,C013653,WEB,,PR006,,Card
O004430,2025-12-01 08:54:00,C016277,WEB,,PR006,,Card
O004431,2025-11-04 07:57:00,C003621,WEB,,PR054,BF25,Card
O004432,2025-11-28 11:30:00,C014744,STORE,S019,PR058,HOLIDAY15,PayPal
O004433,2025-12-21 12:16:00,C001855,WEB,,PR037,CM20,Card
O004434,2025-11-26 21:27:00,C003263,WEB,,PR025,HOLIDAY15,PayPal
O004435,2025-12-20 21:49:00,C022384,MKT,,PR036,,Card
O004436,2025-12-12 08:10:00,C008376,WEB,,PR031,,Card
O004437,2025-12-05 07:20:00,C020654,WEB,,PR025,BF25,Card
O004438,2025-11-24 18:07:00,C006642,WEB,,PR051,HOLIDAY15,PayPal
O004439,2025-11-28 11:11:00,C013903,WEB,,PR058,,Card
O004440,2025-12-01 01:23:00,C017883,STORE,S051,PR022,SAVE10,Card
O004441,2025-12-21 15:10:00,C024384,WEB,,,,Card
O004442,2025-12-22 01:37:00,C011514,WEB,,PR010,HOLIDAY15,PayPal
O004443,2025-12-12 12:03:00,C003112,WEB,,PR008,CM20,Cash
O004444,2025-11-27 13:46:00,C003914,WEB,,PR014,CM20,Card
O004445,2025-12-06 20:14:00,C008287,STORE,S049,PR048,SAVE10,Card
O004446,2026-01-05 17:46:00,C022541,WEB,,PR037,HOLIDAY15,Cash
O004447,2025-12-07 05:51:00,C011204,STORE,S015,PR006,,Card
O004448,2025-12-20 12:09:00,C024123,WEB,,PR051,,Card
O004449,2025-12-13 06:14:00,C016284,STORE,S027,PR010,,Card
O004450,2025-11-28 20:10:00,C022804,WEB,,PR036,HOLIDAY15,Card
O004451,2025-11-28 03:39:00,C010444,WEB,,PR031,CM20,PayPal
O004452,2026-01-03 06:38:00,C015265,STORE,S016,,CM20,Card
O004453,2025-11-30 19:48:00,C013749,MKT,,PR043,CM20,Card
O004454,2025-12-08 20:01:00,C014662,WEB,,PR043,SAVE10,Card
O004455,2025-11-11 14:06:00,C022146,WEB,,,,Card
O004456,2025-11-07 17:30:00,C011727,MKT,,PR035,BF25,Cash
O004457,2025-12-01 10:23:00,C013851,WEB,,PR016,,Card
O004458,2026-01-05 18:47:00,C022914,WEB,,PR008,,BNPL
O004459,2025-12-01 11:17:00,C002158,STORE,S042,PR016,SAVE10,Card
O004460,2025-12-03 20:11:00,C022742,STORE,S058,PR028,,Card
O004461,2025-11-04 02:41:00,C014124,WEB,,PR046,,Cash
O004462,2025-12-22 03:31:00,C009702,WEB,,PR004,,Card
O004463,2025-12-22 07:26:00,C006552,WEB,,PR051,BF25,Card
O004464,2026-01-02 02:57:00,C013588,STORE,S003,,HOLIDAY15,BNPL
O004465,2026-01-04 05:08:00,C021870,WEB,,PR036,SAVE10,Card
O004466,2025-12-23 20:34:00,C011866,WEB,,PR057,,Card
O004467,2025-11-25 11:36:00,C013519,WEB,,PR045,SAVE10,Card
O004468,2025-11-25 06:43:00,C007073,STORE,S004,PR049,CM20,PayPal
O004469,2025-11-30 16:55:00,C011173,WEB,,PR024,,PayPal
O004470,2025-12-10 08:38:00,C024551,WEB,,,HOLIDAY15,Card
O004471,2025-11-09 18:22:00,C005154,WEB,,PR047,,BNPL
O004472,2025-12-22 03:37:00,C016695,STORE,S005,PR023,BF25,PayPal
O004473,2025-12-28 12:46:00,C016607,WEB,,,SAVE10,Card
O004474,2025-12-01 14:26:00,C014409,STORE,S056,PR024,HOLIDAY15,PayPal
O004475,2025-12-01 16:18:00,C004668,WEB,,PR013,,BNPL
O004476,2025-11-15 14:58:00,C008010,STORE,S021,PR018,,Card
O004477,2025-11-26 03:22:00,C014920,STORE,S026,PR040,,Card
O004478,2025-12-25 21:25:00,C017153,WEB,,,BF25,Card
O004479,2025-12-03 21:11:00,C013971,MKT,,PR040,,Card
O004480,2025-11-28 00:20:00,C023642,STORE,S041,PR044,SAVE10,Card
O004481,2025-12-13 03:43:00,C022763,WEB,,PR047,,PayPal
O004482,2025-11-25 06:03:00,C005644,WEB,,PR020,,Card
O004483,2025-11-22 17:03:00,C006255,WEB,,PR001,,Card
O004484,2025-11-23 13:03:00,C007273,STORE,S037,PR029,SAVE10,BNPL
O004485,2025-11-18 23:58:00,C004507,WEB,,PR022,,BNPL
O004486,2025-11-22 20:10:00,C023137,WEB,,PR052,CM20,BNPL
O004487,2025-12-15 02:17:00,C003015,WEB,,PR012,SAVE10,PayPal
O004488,2025-12-29 04:15:00,C024926,WEB,,PR036,HOLIDAY15,Card
O004489,2026-01-01 22:32:00,C023868,STORE,S025,PR038,,Card
O004490,2025-11-26 22:27:00,C012910,WEB,,PR051,SAVE10,Card
O004491,2025-11-24 04:53:00,C018214,WEB,,,SAVE10,Card
O004492,2025-12-28 06:07:00,C006096,WEB,,PR009,CM20,Card
O004493,2025-11-28 16:27:00,C016653,WEB,,PR026,,Card
O004494,2025-12-01 21:08:00,C011990,WEB,,PR044,,Card
O004495,2025-12-08 16:22:00,C018848,WEB,,PR002,CM20,PayPal
O004496,2025-11-22 05:54:00,C020542,WEB,,,,Card
O004497,2025-11-28 22:50:00,C006169,WEB,,PR060,SAVE10,Card
O004498,2025-12-21 10:56:00,C022726,STORE,S045,PR028,,PayPal
O004499,2025-12-14 15:22:00,C010345,WEB,,PR031,SAVE10,Card
O004500,2026-01-01 15:05:00,C007368,WEB,,PR056,HOLIDAY15,Card
O004501,2025-11-02 05:04:00,C003417,WEB,,PR054,,Card
O004502,2025-12-24 05:19:00,C000921,MKT,,PR051,,BNPL
O004503,2025-12-13 21:42:00,C023468,WEB,,PR049,,PayPal
O004504,2025-11-28 10:41:00,C024274,MKT,,PR003,,Card
O004505,2025-12-08 20:18:00,C020582,STORE,S027,PR042,,Card
O004506,2025-12-18 19:02:00,C016224,WEB,,PR021,BF25,PayPal
O004507,2025-11-26 15:35:00,C022815,WEB,,PR014,,Cash
O004508,2025-12-10 09:55:00,C015260,WEB,,PR012,,BNPL
O004509,2025-12-01 23:14:00,C017619,WEB,,PR021,SAVE10,Cash
O004510,2025-11-28 04:28:00,C002657,STORE,S058,PR056,,Card
O004511,2025-11-28 00:12:00,C007312,WEB,,PR040,,Card
O004512,2025-12-02 09:13:00,C024248,STORE,S060,,BF25,Card
O004513,2025-11-14 23:05:00,C006912,WEB,,PR020,,Card
O004514,2025-12-24 12:56:00,C008092,STORE,S015,PR038,CM20,Card
O004515,2025-11-22 05:38:00,C007100,STORE,S038,PR005,,Card
O004516,2026-01-04 19:30:00,C019106,WEB,,,SAVE10,Card
O004517,2025-12-22 13:18:00,C002173,WEB,,PR017,,Card
O004518,2025-11-28 08:20:00,C024164,WEB,,PR011,HOLIDAY15,Card
O004519,2025-12-08 08:11:00,C013736,WEB,,PR019,,Card
O004520,2025-12-09 08:40:00,C006315,WEB,,,BF25,PayPal
O004521,2025-11-12 23:53:00,C017751,WEB,,PR025,,Card
O004522,2025-12-23 04:21:00,C007293,WEB,,PR007,,BNPL
O004523,2025-12-30 14:00:00,C024558,WEB,,PR025,,Card
O004524,2025-11-14 18:21:00,C020213,WEB,,PR009,,BNPL
O004525,2025-12-09 20:53:00,C014051,STORE,S006,PR012,,Card
O004526,2025-12-28 06:03:00,C008581,WEB,,PR016,BF25,Card
O004527,2025-12-21 10:29:00,C007409,STORE,S058,PR029,,Card
O004528,2025-11-28 21:26:00,C003405,WEB,,PR020,SAVE10,PayPal
O004529,2026-01-03 00:19:00,C001430,WEB,,PR038,,PayPal
O004530,2025-11-28 12:38:00,C017017,WEB,,PR053,HOLIDAY15,Cash
O004531,2025-12-21 23:08:00,C018310,STORE,S033,,,Cash
O004532,2025-11-26 22:19:00,C000268,WEB,,PR036,BF25,Card
O004533,2025-11-28 17:50:00,C019683,WEB,,PR034,SAVE10,Card
O004534,2025-11-25 08:44:00,C020234,STORE,S011,,,Card
O004535,2025-11-04 09:05:00,C017263,MKT,,PR024,SAVE10,Card
O004536,2025-11-13 08:38:00,C019197,STORE,S015,PR008,CM20,Card
O004537,2025-12-31 11:10:00,C002787,WEB,,PR050,,Card
O004538,2025-11-25 23:44:00,C013617,MKT,,PR047,SAVE10,Card
O004539,2025-11-28 15:42:00,C001165,WEB,,PR050,CM20,BNPL
O004540,2026-01-02 02:27:00,C022889,MKT,,PR011,,Card
O004541,2025-11-23 02:26:00,C021957,MKT,,PR027,CM20,Card
O004542,2025-11-17 01:56:00,C012403,WEB,,,CM20,Card
O004543,2025-12-01 03:40:00,C011670,WEB,,PR022,HOLIDAY15,Card
O004544,2025-12-01 02:19:00,C012839,MKT,,PR046,HOLIDAY15,PayPal
O004545,2025-11-12 02:47:00,C016156,MKT,,PR028,HOLIDAY15,Card
O004546,2025-12-20 10:06:00,C003384,WEB,,PR044,BF25,Card
O004547,2025-11-07 21:15:00,C009750,STORE,S013,PR034,HOLIDAY15,PayPal
O004548,2025-12-12 23:35:00,C022203,STORE,S028,PR035,SAVE10,Card
O004549,2025-12-10 18:25:00,C004199,WEB,,PR032,,BNPL
O004550,2025-11-16 16:24:00,C017624,MKT,,PR034,SAVE10,Card
O004551,2025-12-30 11:59:00,C015190,WEB,,PR050,CM20,Card
O004552,2025-12-19 01:30:00,C011668,STORE,S045,PR024,,PayPal
O004553,2025-11-05 16:19:00,C005187,WEB,,PR031,BF25,Card
O004554,2025-11-07 03:13:00,C021014,STORE,S008,PR046,HOLIDAY15,Card
O004555,2025-11-06 14:21:00,C003940,WEB,,PR050,,BNPL
O004556,2025-12-22 14:22:00,C012504,WEB,,PR047,,Card
O004557,2025-11-15 18:31:00,C022028,WEB,,PR050,,Card
O004558,2025-12-03 04:00:00,C018825,MKT,,PR042,CM20,Card
O004559,2025-12-21 11:08:00,C024663,WEB,,PR058,CM20,PayPal
O004560,2025-11-10 20:41:00,C010563,WEB,,PR019,BF25,Card
O004561,2025-12-01 07:11:00,C000295,STORE,S035,PR056,,BNPL
O004562,2025-11-25 01:22:00,C021678,MKT,,PR029,,Card
O004563,2025-11-13 08:04:00,C003373,WEB,,PR045,,Card
O004564,2025-12-13 22:59:00,C010396,MKT,,PR011,,BNPL
O004565,2025-11-11 00:58:00,C006234,WEB,,PR026,SAVE10,Cash
O004566,2025-12-01 15:03:00,C014603,MKT,,PR029,BF25,Card
O004567,2025-12-20 16:56:00,C011797,WEB,,PR005,,BNPL
O004568,2025-12-14 10:38:00,C002979,WEB,,PR019,CM20,Card
O004569,2025-11-14 08:50:00,C011788,WEB,,PR050,,Card
O004570,2025-12-09 08:34:00,C020878,WEB,,,HOLIDAY15,Card
O004571,2025-11-28 05:35:00,C014833,WEB,,PR020,,Card
O004572,2025-12-01 17:02:00,C003631,WEB,,PR006,CM20,Card
O004573,2025-12-21 11:42:00,C024660,STORE,S006,PR021,HOLIDAY15,Card
O004574,2025-11-08 02:01:00,C021298,STORE,S029,PR040,SAVE10,Card
O004575,2025-11-06 05:01:00,C000077,STORE,S037,PR012,SAVE10,Card
O004576,2025-12-31 07:44:00,C019008,STORE,S043,PR003,HOLIDAY15,Card
O004577,2025-11-24 04:21:00,C023350,WEB,,PR036,SAVE10,Card
O004578,2025-11-28 02:05:00,C002597,MKT,,PR020,,Card
O004579,2025-12-10 10:25:00,C011148,WEB,,PR020,SAVE10,PayPal
O004580,2025-11-28 10:08:00,C016186,MKT,,PR038,BF25,Card
O004581,2025-11-30 17:07:00,C009848,WEB,,PR029,SAVE10,Card
O004582,2025-11-25 18:06:00,C003370,STORE,S004,PR007,SAVE10,Card
O004583,2025-12-08 16:34:00,C001679,WEB,,,,Card
O004584,2025-11-18 01:02:00,C017637,WEB,,PR034,SAVE10,Cash
O004585,2025-12-10 18:53:00,C017002,WEB,,PR012,SAVE10,PayPal
O004586,2025-11-28 12:00:00,C011946,WEB,,PR021,,Card
O004587,2025-12-23 14:00:00,C020083,WEB,,PR005,BF25,Card
O004588,2025-11-26 21:48:00,C023072,MKT,,PR019,SAVE10,Card
O004589,2025-11-18 05:18:00,C015852,MKT,,,HOLIDAY15,Card
O004590,2025-12-21 20:15:00,C008524,WEB,,,HOLIDAY15,PayPal
O004591,2025-12-14 02:29:00,C017241,WEB,,PR019,,Card
O004592,2025-12-13 16:24:00,C010888,MKT,,PR010,SAVE10,Card
O004593,2025-12-20 15:53:00,C003644,WEB,,PR038,CM20,Card
O004594,2025-12-23 00:18:00,C023562,WEB,,PR060,,Card
O004595,2025-11-24 18:22:00,C004305,WEB,,PR008,,Card
O004596,2025-11-25 02:52:00,C014456,WEB,,PR012,BF25,Card
O004597,2025-12-11 10:39:00,C010178,MKT,,PR013,,Card
O004598,2025-12-01 12:56:00,C019298,STORE,S031,PR030,,BNPL
O004599,2025-11-15 03:08:00,C002806,WEB,,PR023,SAVE10,BNPL
O004600,2025-11-15 01:12:00,C017784,MKT,,PR025,,PayPal
O004601,2025-12-23 06:35:00,C002947,MKT,,PR026,HOLIDAY15,Card
O004602,2025-11-26 13:43:00,C011247,MKT,,PR020,SAVE10,Card
O004603,2025-11-28 08:04:00,C015899,WEB,,PR015,,BNPL
O004604,2025-11-06 09:34:00,C012696,WEB,,PR025,HOLIDAY15,Card
O004605,2025-12-26 18:52:00,C001783,WEB,,PR055,,Card
O004606,2025-12-23 16:35:00,C024334,MKT,,PR035,,Card
O004607,2025-11-28 05:25:00,C012803,WEB,,PR029,,Card
O004608,2025-12-08 05:34:00,C002031,STORE,S018,PR035,,Card
O004609,2025-11-24 20:01:00,C022496,MKT,,PR042,SAVE10,Card
O004610,2025-11-01 20:42:00,C018181,WEB,,PR055,,PayPal
O004611,2025-11-23 21:59:00,C009123,WEB,,PR048,SAVE10,PayPal
O004612,2025-11-30 00:32:00,C016421,WEB,,,BF25,Card
O004613,2025-11-24 11:55:00,C019228,WEB,,PR020,,Card
O004614,2025-12-28 08:31:00,C006734,STORE,S005,PR009,,Card
O004615,2025-11-10 11:00:00,C021174,WEB,,PR014,,Card
O004616,2025-12-31 23:05:00,C010587,STORE,S025,PR019,HOLIDAY15,PayPal
O004617,2025-12-17 18:41:00,C023336,STORE,S053,,,Card
O004618,2025-11-07 02:18:00,C019172,WEB,,PR052,,Card
O004619,2025-12-01 01:23:00,C018355,WEB,,PR005,,Card
O004620,2025-11-26 19:32:00,C013578,STORE,S007,PR043,CM20,Card
O004621,2025-11-20 13:39:00,C005261,WEB,,PR056,CM20,Card
O004622,2025-11-21 04:09:00,C000619,WEB,,PR059,,Card
O004623,2025-12-07 16:37:00,C002504,WEB,,PR034,SAVE10,BNPL
O004624,2025-11-28 18:55:00,C004861,MKT,,PR025,CM20,Card
O004625,2025-12-22 06:21:00,C012605,MKT,,PR035,HOLIDAY15,Card
O004626,2025-12-01 11:05:00,C007830,STORE,S034,PR012,CM20,Card
O004627,2025-12-19 19:12:00,C005067,STORE,S052,PR024,SAVE10,PayPal
O004628,2025-12-19 21:38:00,C007970,STORE,S056,PR016,SAVE10,Card
O004629,2025-12-01 02:45:00,C005866,WEB,,PR031,CM20,Card
O004630,2025-12-21 07:07:00,C022104,WEB,,PR043,,PayPal
O004631,2025-12-14 15:08:00,C018360,STORE,S058,PR053,BF25,BNPL
O004632,2025-11-28 22:58:00,C021897,STORE,S015,PR019,,Card
O004633,2025-12-01 15:47:00,C023183,WEB,,,,BNPL
O004634,2025-11-12 13:08:00,C010595,WEB,,PR012,BF25,PayPal
O004635,2025-12-24 13:21:00,C006660,WEB,,PR044,CM20,Card
O004636,2025-11-30 00:09:00,C021966,WEB,,,CM20,BNPL
O004637,2025-11-24 22:03:00,C022386,WEB,,PR030,BF25,Card
O004638,2025-12-05 19:19:00,C003336,WEB,,,CM20,Card
O004639,2025-11-09 06:45:00,C003879,WEB,,PR012,,Card
O004640,2025-12-20 03:37:00,C005554,WEB,,PR046,,Card
O004641,2025-11-07 22:34:00,C009606,WEB,,PR025,,Card
O004642,2025-12-24 22:43:00,C001804,STORE,S003,PR031,,PayPal
O004643,2025-11-23 22:35:00,C005538,STORE,S022,PR007,HOLIDAY15,Card
O004644,2025-11-24 00:53:00,C022017,WEB,,PR048,SAVE10,Card
O004645,2025-12-10 02:18:00,C016701,WEB,,PR034,CM20,Card
O004646,2025-12-20 17:44:00,C024221,WEB,,PR048,,Card
O004647,2025-12-26 07:26:00,C011687,WEB,,PR034,,Card
O004648,2025-12-03 05:02:00,C002185,MKT,,PR052,,Card
O004649,2025-12-16 09:17:00,C002251,STORE,S052,PR032,CM20,Card
O004650,2025-12-30 10:51:00,C012770,STORE,S012,PR012,CM20,Card
O004651,2025-11-01 02:25:00,C018577,WEB,,,,Card
O004652,2025-11-28 00:05:00,C019371,MKT,,PR037,SAVE10,Card
O004653,2025-11-26 09:50:00,C001917,WEB,,PR028,,PayPal
O004654,2025-12-20 07:08:00,C005379,WEB,,PR042,BF25,Card
O004655,2025-12-22 04:16:00,C022250,STORE,S035,PR060,CM20,Card
O004656,2025-12-01 02:26:00,C004420,WEB,,,,Card
O004657,2025-11-28 13:58:00,C004873,WEB,,PR027,BF25,BNPL
O004658,2025-12-24 01:52:00,C018744,MKT,,PR042,,Card
O004659,2025-11-14 18:01:00,C020512,WEB,,PR025,,Card
O004660,2025-12-20 22:13:00,C012310,STORE,S047,PR004,,Card
O004661,2025-11-28 22:53:00,C011983,MKT,,,BF25,BNPL
O004662,2025-11-28 19:31:00,C017010,STORE,S025,PR043,,Card
O004663,2025-12-17 21:13:00,C012793,WEB,,,BF25,Card
O004664,2025-12-16 21:31:00,C023087,STORE,S004,PR003,,PayPal
O004665,2025-11-18 08:09:00,C024707,STORE,S046,PR032,BF25,PayPal
O004666,2025-12-21 15:16:00,C005614,MKT,,PR029,,Card
O004667,2025-12-23 20:06:00,C011642,WEB,,PR039,CM20,PayPal
O004668,2025-11-28 20:44:00,C004418,WEB,,PR040,,Card
O004669,2025-12-20 12:41:00,C012816,WEB,,PR033,SAVE10,Card
O004670,2025-11-26 23:48:00,C011084,WEB,,,,Card
O004671,2025-11-11 17:17:00,C014645,STORE,S048,,,Card
O004672,2025-12-21 05:38:00,C015702,WEB,,PR044,,Card
O004673,2025-11-28 19:42:00,C011762,WEB,,PR013,,PayPal
O004674,2025-12-21 06:56:00,C004618,WEB,,PR008,CM20,BNPL
O004675,2025-12-21 23:21:00,C021001,MKT,,,BF25,Card
O004676,2025-12-07 12:35:00,C023944,WEB,,PR035,BF25,BNPL
O004677,2025-12-01 07:28:00,C002182,STORE,S060,PR009,,Card
O004678,2025-12-30 12:51:00,C021856,WEB,,PR001,HOLIDAY15,Card
O004679,2025-11-28 15:06:00,C021028,WEB,,PR052,,Card
O004680,2025-11-25 14:21:00,C016005,WEB,,PR041,,Card
O004681,2025-12-01 06:18:00,C024747,STORE,S034,,,Card
O004682,2025-12-01 13:32:00,C006254,WEB,,PR033,SAVE10,PayPal
O004683,2025-11-28 12:58:00,C006098,WEB,,,HOLIDAY15,BNPL
O004684,2025-11-20 03:40:00,C005412,MKT,,PR010,HOLIDAY15,Card
O004685,2025-12-01 16:14:00,C022102,STORE,S017,PR023,,Card
O004686,2025-12-01 12:55:00,C007052,STORE,S011,PR047,,Card
O004687,2026-01-01 11:23:00,C002511,WEB,,PR059,,Cash
O004688,2025-12-01 00:57:00,C021235,WEB,,PR044,,PayPal
O004689,2025-12-12 09:10:00,C016906,WEB,,PR037,,Card
O004690,2025-11-28 22:28:00,C003029,WEB,,PR015,CM20,Card
O004691,2025-12-12 14:07:00,C017421,WEB,,PR035,,Card
O004692,2025-12-28 18:49:00,C013398,WEB,,PR029,SAVE10,PayPal
O004693,2025-12-20 22:36:00,C018167,WEB,,PR019,HOLIDAY15,Card
O004694,2025-11-22 21:40:00,C009564,STORE,S014,PR035,HOLIDAY15,Card
O004695,2025-11-28 00:10:00,C023136,WEB,,PR058,,BNPL
O004696,2025-12-11 06:14:00,C013802,WEB,,PR032,HOLIDAY15,PayPal
O004697,2025-11-26 23:45:00,C017488,WEB,,PR039,,Card
O004698,2025-12-01 01:08:00,C024967,MKT,,PR055,,Card
O004699,2025-12-01 06:56:00,C006824,WEB,,PR009,CM20,Cash
O004700,2025-12-02 07:53:00,C022377,WEB,,PR046,,BNPL
O004701,2025-11-25 19:11:00,C000222,MKT,,PR049,,Card
O004702,2025-11-19 11:09:00,C016674,WEB,,PR039,SAVE10,Card
O004703,2025-12-20 22:06:00,C011046,STORE,S022,PR018,HOLIDAY15,Card
O004704,2025-11-21 00:41:00,C020747,WEB,,PR016,CM20,Card
O004705,2025-12-01 13:52:00,C004205,WEB,,PR030,,Card
O004706,2025-11-22 23:09:00,C005568,WEB,,,,Card
O004707,2025-12-13 17:15:00,C012576,WEB,,PR018,,Card
O004708,2025-11-01 20:23:00,C016662,MKT,,PR037,,Card
O004709,2025-12-01 19:59:00,C006049,MKT,,PR052,,BNPL
O004710,2025-11-25 06:36:00,C009981,WEB,,PR040,SAVE10,PayPal
O004711,2025-12-03 14:48:00,C021910,WEB,,PR047,HOLIDAY15,Cash
O004712,2025-11-17 01:56:00,C008144,WEB,,PR009,HOLIDAY15,PayPal
O004713,2025-11-11 02:45:00,C008694,MKT,,PR039,,Card
O004714,2025-12-02 19:09:00,C017680,WEB,,PR060,BF25,BNPL
O004715,2025-11-06 06:22:00,C024159,STORE,S010,,HOLIDAY15,Card
O004716,2025-12-18 13:08:00,C008197,STORE,S056,PR027,,Card
O004717,2025-11-02 20:12:00,C007860,WEB,,PR057,,Card
O004718,2025-11-15 19:41:00,C007754,WEB,,PR032,SAVE10,Card
O004719,2025-12-01 19:52:00,C015314,WEB,,PR045,,Card
O004720,2025-12-04 08:29:00,C005005,WEB,,PR045,BF25,PayPal
O004721,2025-11-21 22:13:00,C022507,WEB,,PR049,,Card
O004722,2025-12-27 00:25:00,C021623,STORE,S009,PR021,CM20,PayPal
O004723,2025-12-10 04:05:00,C004445,WEB,,PR035,HOLIDAY15,Card
O004724,2025-11-11 15:27:00,C000775,WEB,,PR051,CM20,Card
O004725,2025-11-18 18:19:00,C019768,WEB,,PR027,,Card
O004726,2025-12-12 21:32:00,C012547,MKT,,PR008,CM20,Card
O004727,2025-11-28 17:57:00,C007497,MKT,,PR047,BF25,Card
O004728,2025-12-31 20:53:00,C019577,WEB,,PR030,SAVE10,BNPL
O004729,2025-11-28 18:18:00,C007693,MKT,,PR045,,Card
O004730,2025-11-28 18:36:00,C021314,WEB,,PR006,,Card
O004731,2025-12-22 16:23:00,C017365,WEB,,PR020,BF25,BNPL
O004732,2025-12-01 13:09:00,C008376,MKT,,PR016,CM20,Card
O004733,2025-11-11 08:25:00,C012412,WEB,,PR018,CM20,Card
O004734,2025-11-29 09:34:00,C004151,WEB,,PR014,,Card
O004735,2025-11-14 04:14:00,C008846,WEB,,PR034,CM20,Card
O004736,2025-11-19 00:02:00,C000476,STORE,S050,PR041,BF25,Card
O004737,2025-12-20 17:34:00,C009066,WEB,,PR017,SAVE10,Card
O004738,2025-11-22 13:26:00,C000097,WEB,,PR059,HOLIDAY15,Card
O004739,2025-11-28 15:27:00,C008393,WEB,,,,Card
O004740,2025-11-06 08:24:00,C023913,WEB,,PR002,BF25,Card
O004741,2025-11-26 10:36:00,C000780,WEB,,PR025,BF25,Card
O004742,2025-11-26 04:55:00,C019075,WEB,,PR050,SAVE10,Card
O004743,2026-01-05 03:44:00,C016123,MKT,,PR040,,Card
O004744,2025-11-30 17:13:00,C015874,STORE,S035,PR017,BF25,PayPal
O004745,2025-12-20 04:16:00,C002269,STORE,S011,PR032,,Card
O004746,2025-12-31 13:23:00,C008161,WEB,,PR001,CM20,Card
O004747,2025-11-19 02:56:00,C010179,STORE,S053,PR033,CM20,Card
O004748,2025-11-14 19:05:00,C018012,STORE,S058,PR044,,Card
O004749,2025-11-28 13:13:00,C002594,MKT,,PR012,,Card
O004750,2025-11-28 17:12:00,C008413,WEB,,PR057,SAVE10,Card
O004751,2025-11-16 19:17:00,C021904,WEB,,PR046,,Card
O004752,2026-01-03 15:45:00,C024793,STORE,S024,,BF25,PayPal
O004753,2025-11-09 06:49:00,C006620,WEB,,PR031,BF25,Card
O004754,2025-12-01 04:40:00,C014564,STORE,S048,PR028,,Card
O004755,2025-11-28 18:19:00,C024423,WEB,,PR057,CM20,BNPL
O004756,2025-12-01 21:57:00,C019746,MKT,,PR038,HOLIDAY15,BNPL
O004757,2025-11-21 09:44:00,C023573,MKT,,PR033,SAVE10,Card
O004758,2025-12-04 21:08:00,C024456,WEB,,PR049,HOLIDAY15,PayPal
O004759,2025-12-07 23:46:00,C006572,WEB,,PR006,SAVE10,PayPal
O004760,2025-12-21 01:10:00,C004293,WEB,,PR028,SAVE10,Card
O004761,2025-11-24 04:26:00,C018803,WEB,,,CM20,Card
